Namn,Typ,Kategori,Gata,Nr,Lat,Lon,Stadsdel,stadsdelsomrade
Lekplats,playground,Lekplats,Gamla Bromstensvägen,,59.3658947,17.9315475,Bällsta,Bromma
Lekplats,playground,Lekplats,Ulvsunda Slottsväg,,59.3359572,17.9698093,Ulvsunda,Bromma
Daisy's,fast_food,Restaurang & Snabbmat,Ulvsundavägen,69,59.3405556,17.9610049,Ulvsunda,Bromma
Lekplats,playground,Lekplats,Tranebergsvägen,,59.3350013,17.9892837,Traneberg,Bromma
Lekplats,playground,Lekplats,Porfyrvägen,,59.3351875,17.9885794,Traneberg,Bromma
Lekplats,playground,Lekplats,Olovslundsvägen,,59.3301379,17.9398654,Olovslund,Bromma
Lekplats,playground,Lekplats,Vidängsvägen,,59.3370409,17.9791944,Traneberg,Bromma
Lekplats,playground,Lekplats,Vidängsvägen,,59.336901,17.9796752,Traneberg,Bromma
Banthai Fastfood,restaurant,Restaurang & Snabbmat,Vidängsvägen,,59.3361837,17.9792432,Traneberg,Bromma
Lekplats,playground,Lekplats,Sigrid Undsets gata,,59.3479467,17.8865396,Blackeberg,Bromma
Lekplats,playground,Lekplats,Björnsonsgatan,,59.3480883,17.8790937,Blackeberg,Bromma
Lekplats,playground,Lekplats,Vidängsvägen,,59.3390112,17.9790893,Traneberg,Bromma
Lekplats,playground,Lekplats,Johannesfredsvägen,,59.3464,17.9718022,Ulvsunda industriområde,Bromma
Lekplats,playground,Lekplats,Strömkarlsvägen,,59.3204437,17.9736502,Smedslätten,Bromma
Pissamai Thai Food,fast_food,Restaurang & Snabbmat,Björnsonsgatan,,59.3492096,17.8802923,Blackeberg,Bromma
Lekplats,playground,Lekplats,Ibsengatan,,59.3498935,17.8791903,Blackeberg,Bromma
Bromma sjukhus,hospital,Sjukhus,Follingbogatan,32,59.3589933,17.9000524,Beckomberga,Bromma
Lekplats,playground,Lekplats,Basaltgränd,,59.3621232,17.9014376,Beckomberga,Bromma
Lekplats,playground,Lekplats,Agatvägen,,59.3627753,17.9007351,Eneby,Bromma
Lekplats,playground,Lekplats,Grundtvigsgatan,,59.3442181,17.8878757,Blackeberg,Bromma
Lekplats,playground,Lekplats,Björnsonsgatan,,59.3442311,17.8881535,Blackeberg,Bromma
Lekplats,playground,Lekplats,Grundtvigsgatan,,59.344457,17.8874622,Blackeberg,Bromma
Lekplats,playground,Lekplats,Arvid Mörnes väg,,59.3471618,17.8744826,Blackeberg,Bromma
Lekplats,playground,Lekplats,Liljegrensvägen,,59.3491927,17.9015864,Norra Ängby,Bromma
Lekplats,playground,Lekplats,Doktor Abrahams väg,,59.3555266,17.9232004,Bromma kyrka,Bromma
Lekplats,playground,Lekplats,Bällstavägen,,59.3604986,17.9596633,Mariehäll,Bromma
Klätterställningen,playground,Lekplats,Bällstavägen,,59.35625,17.9077124,Eneby,Bromma
Gungorna,playground,Lekplats,Bällstavägen,,59.3554141,17.9064061,Eneby,Bromma
Röda,playground,Lekplats,Limonitvägen,,59.3576513,17.9061278,Eneby,Bromma
Lekparken,playground,Lekplats,Alabastervägen,,59.357505,17.9076272,Eneby,Bromma
Runda,playground,Lekplats,Bällstavägen,,59.3569141,17.9081415,Eneby,Bromma
Klätterställningen,playground,Lekplats,Agatvägen,,59.3604482,17.900692,Eneby,Bromma
Lekplats,playground,Lekplats,Beckombergavägen,,59.3569531,17.9029208,Beckomberga,Bromma
Lekplats,playground,Lekplats,Ryggåsgatan,,59.3321385,17.9746753,Alvik,Bromma
Lillsjöns utegym,fitness_station,Gym/Utomhusgym,Kvarnbacksvägen,,59.341955,17.9533817,Ulvsunda industriområde,Bromma
Lekplats,playground,Lekplats,Bårdgränd,,59.3382888,17.9307205,Åkeshov,Bromma
Pilspetsen,playground,Lekplats,Stora Ängby Allé,,59.3463961,17.9072244,Norra Ängby,Bromma
Lekplats,playground,Lekplats,Lummelundagatan,,59.3565447,17.9025092,Beckomberga,Bromma
Lekplats,playground,Lekplats,Beckombergavägen,,59.3570767,17.9024506,Beckomberga,Bromma
Stenlabyrint,playground,Lekplats,Agatvägen,,59.3609893,17.900692,Eneby,Bromma
Lekparken Operetten,playground,Lekplats,Sigurdsvägen,,59.3287285,17.9348156,Höglandet,Bromma
ChopChop Asian Express,restaurant,Restaurang & Snabbmat,Ulvsundavägen,191B,59.3553016,17.9526324,Mariehäll,Bromma
KFC,fast_food,Restaurang & Snabbmat,Ulvsundavägen,191C,59.3554815,17.9520125,Mariehäll,Bromma
Pizza Hut,restaurant,Restaurang & Snabbmat,Ulvsundavägen,191 D,59.3556839,17.9514308,Mariehäll,Bromma
Lekplats,playground,Lekplats,Bergslagsvägen,,59.3428394,17.9215653,Åkeshov,Bromma
Lekplats,playground,Lekplats,Beckombergavägen,,59.3430163,17.9219531,Åkeshov,Bromma
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,"Åkeshovs eljusspår 1,5 km",,59.3427563,17.9305386,Åkeshov,Bromma
Lekplats,playground,Lekplats,Beckombergavägen,,59.3429567,17.9207375,Åkeshov,Bromma
Lekplats,playground,Lekplats,Vadmalsvägen,,59.3398847,17.9429916,Bromma,Bromma
Galonparken,playground,Lekplats,Galonvägen,,59.3402899,17.9469614,Riksby,Bromma
Lekplats,playground,Lekplats,Spångavägen,,59.3408045,17.9375364,Bromma,Bromma
Lekplats,playground,Lekplats,Elias Lönnrots väg,,59.3486093,17.8779232,Blackeberg,Bromma
Lekplats,playground,Lekplats,Klas Klättermus Gata,,59.3639759,17.9526942,Mariehäll,Bromma
Circle K,fuel,Bensinmack,Råckstavägen,,59.351782,17.886488,Blackeberg,Bromma
Lekplats,playground,Lekplats,Björnsonsgatan,,59.3441123,17.8865127,Blackeberg,Bromma
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Västerled,,59.3288471,17.9640062,Stora mossen,Bromma
Ängbybadet lekplats,playground,Lekplats,Blackebergsvägen,,59.3366757,17.8987654,Södra Ängby,Bromma
Lekplats,playground,Lekplats,Åkeshovsvägen,,59.335594,17.9334947,Åkeslund,Bromma
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Linabergsstigen,,59.3617969,17.9514533,Mariehäll,Bromma
Lekplats,playground,Lekplats,Björnsonsgatan,,59.3486069,17.8805094,Blackeberg,Bromma
Lekplats,playground,Lekplats,Ulvsunda Strand,,59.3484471,17.9737821,Ulvsunda industriområde,Bromma
Lekplats,playground,Lekplats,Johannesfredsvägen,,59.3475138,17.9717403,Ulvsunda industriområde,Bromma
Lekplats,playground,Lekplats,Granbacken,,59.343095,17.9611018,Ulvsunda industriområde,Bromma
Solviks utegym,fitness_station,Gym/Utomhusgym,Ålstens Skogsväg,,59.3155618,17.9663149,Smedslätten,Bromma
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Alviks strand,,59.331536,17.9855691,Alvik,Bromma
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Tyska Bottens Väg,,59.3295319,17.9136478,Nockebyhov,Bromma
Lekplats,playground,Lekplats,Masmästarvägen,,59.3456536,17.9750334,Ulvsunda industriområde,Bromma
Lekplats,playground,Lekplats,Johannesfredsvägen,,59.3455396,17.9718453,Ulvsunda industriområde,Bromma
Lekplats,playground,Lekplats,Tackjärnsvägen,,59.3450769,17.9738385,Ulvsunda industriområde,Bromma
Lekplats,playground,Lekplats,Ståltrådsvägen,,59.3454695,17.9723554,Ulvsunda industriområde,Bromma
Lekplats,playground,Lekplats,Ericavägen,,59.3443887,17.9408692,Riksby,Bromma
Lekplats,playground,Lekplats,Kratsbodavägen,,59.3591507,17.9555672,Mariehäll,Bromma
Lekplats,playground,Lekplats,Kratsbodavägen,,59.359318,17.954757,Mariehäll,Bromma
Lekplats,playground,Lekplats,Kratsbodavägen,,59.3594289,17.9547097,Mariehäll,Bromma
Lekplats,playground,Lekplats,Linabergsstigen,,59.3620515,17.9535895,Mariehäll,Bromma
Lekplats,playground,Lekplats,Linabergsstigen,,59.3621188,17.953856,Mariehäll,Bromma
Lekplats,playground,Lekplats,Alpvägen,,59.3619661,17.9532735,Mariehäll,Bromma
Lekplats,playground,Lekplats,Linabergsstigen,,59.3621122,17.9538933,Mariehäll,Bromma
Lekplats,playground,Lekplats,Alpvägen,,59.3621558,17.9538113,Mariehäll,Bromma
Lekplats,playground,Lekplats,Emils Gata,,59.3631834,17.9493822,Mariehäll,Bromma
Lekplats,playground,Lekplats,Emils Gata,,59.3632078,17.9495308,Mariehäll,Bromma
Lekplats,playground,Lekplats,Emils Gata,,59.3631328,17.949495,Mariehäll,Bromma
Lekplats,playground,Lekplats,Tappvägen,23,59.3631964,17.9492479,Mariehäll,Bromma
Lekplats,playground,Lekplats,Emils Gata,,59.3632177,17.9495763,Mariehäll,Bromma
Lekplats,playground,Lekplats,Ronja Rövardotters Stig,,59.3633327,17.9474769,Mariehäll,Bromma
Lekplats,playground,Lekplats,Ronja Rövardotters Stig,,59.3634194,17.9473281,Mariehäll,Bromma
Lekplats,playground,Lekplats,Tegelbergsvägen,,59.3583515,17.9529108,Mariehäll,Bromma
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Björnsonsgatan,,59.3456372,17.8783771,Blackeberg,Bromma
Snurran,playground,Lekplats,Sopvägen,,59.3184994,17.9544361,Ålsten,Bromma
Sushiparken,playground,Lekplats,Follingbogatan,,59.3582993,17.9040448,Eneby,Bromma
Lekplatsen Bågen,playground,Lekplats,Bågvägen,,59.3226674,17.9548923,Ålsten,Bromma
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Judarskogen Reflexbana MTB,,59.340791,17.9068068,Nockebyhov,Bromma
