namn,kategori,gata,lat,lon,stadsdel
Lekplatsen Bågen,Lekplats,Bågvägen,59.3226674,17.9548923,Ålsten
Gym/Utomhusgym,Gym/Utomhusgym,Judarskogen Reflexbana MTB,59.340791,17.9068068,Nockebyhov
Marino,Restaurang & Snabbmat,Klubbacken,59.305325,17.9632902,Hägersten
Hemköp Stockholm Älvsjö,Matbutik,Sjättenovembervägen,59.2787519,18.00228,Liseberg
OKQ8,Bensinmack,Kontrollvägen,59.2944349,18.0025876,Västberga
Circle K,Bensinmack,Nioörtsvägen,59.2999537,18.012147,Västberga
McDonald's,Restaurang & Snabbmat,Lerkrogsvägen,59.2930743,18.0012108,Västberga
Coop Västertorp,Matbutik,Störtloppsvägen,59.2927384,17.9676426,Västertorp
Hemköp Hägersten Västertorp,Matbutik,Störtloppsvägen,59.2930981,17.9677873,Västertorp
Sushi Bar,Restaurang & Snabbmat,Störtloppsvägen,59.2924236,17.9679342,Västertorp
Lekplats,Lekplats,Långsjöhöjden,59.2647808,17.9840719,Långsjö
Lekplats,Lekplats,Långbrodalsvägen,59.2715724,17.9845487,Långsjö
ST1,Bensinmack,Elektravägen,59.2946662,18.0099656,Västberga
Apoteket,Apotek,Fruängstorget,59.2857782,17.9646066,Fruängen
Systembolaget,Systembolag,Fruängsgången,59.2856716,17.9638677,Fruängen
Solberga restaurang,Restaurang & Snabbmat,Klacktorget,59.2869324,18.0104442,Solberga
Stora Coop Västberga,Matbutik,Västbergavägen,59.2937143,18.0046482,Västberga
Willys Stockholm Älvsjö,Matbutik,Älvsjö Ängsväg,59.2753,18.0132,Liseberg
ICA Supermarket,Matbutik,Sjövikstorget,59.3073101,18.0296528,Liljeholmen
E4-baren,Restaurang & Snabbmat,Kristallvägen,59.2897345,18.0023026,Solberga
Cafe Vintervikens Trädgård,Kafé,Vinterviksvägen,59.3112368,17.9990416,Aspudden
Coop Gröndal,Matbutik,Gröndalsvägen,59.3160917,18.0116571,Gröndal
Ekensbergs Pizza,Restaurang & Snabbmat,Gröndalsvägen,59.3148143,17.9953198,Gröndal
Lundbergs konditori,Kafé,Sjöbjörnsvägen,59.3160215,18.0103222,Gröndal
Gröndals Sushi Kök,Restaurang & Snabbmat,Gröndalsvägen,59.3158464,18.0136582,Gröndal
Tre Vänner,Restaurang & Snabbmat,Svandammsvägen,59.3014183,18.0120339,Midsommarkransen
Tegelbruket,Kafé,Svandammsvägen,59.3020479,18.0153506,Midsommarkransen
Restaurant Kransen,Restaurang & Snabbmat,Nybodagatan,59.3022631,18.0148264,Midsommarkransen
Pita i parken,Restaurang & Snabbmat,Svandammsvägen,59.301094,18.0069063,Midsommarkransen
Tellus,Biograf,Vattenledningsvägen,59.3019888,18.0075991,Midsommarkransen
OKQ8 Hägersten,Bensinmack,Elsa Brändströms Gata,59.2876582,17.9800825,Fruängen
ICA Nära Telefonplan,Matbutik,Telefonvägen,59.2988217,17.9969403,Midsommarkransen
Pizzeria Italia,Restaurang & Snabbmat,Cedergrensvägen,59.3001157,17.9957628,Midsommarkransen
Best on the best,Restaurang & Snabbmat,LM Ericssons Väg,59.29991,17.9959046,Midsommarkransen
Landet,Restaurang & Snabbmat,Valborgsmässovägen,59.2991679,17.9962667,Midsommarkransen
Lurparken,Lekplats,Huvudfabriksgatan,59.3009202,17.9933312,Midsommarkransen
Telegrillen,Restaurang & Snabbmat,Mikrofonvägen,59.2979103,17.9971428,Midsommarkransen
JJ's,Restaurang & Snabbmat,Främlingsvägen,59.3039515,18.0036438,Midsommarkransen
Coop Älvsjö,Matbutik,Älvsjö Torg,59.2790528,18.0099095,Älvsjö
Gröndals grill & pizza,Restaurang & Snabbmat,Gröndalsvägen,59.3158038,18.0095939,Gröndal
Gröndals bibliotek,Bibliotek,Gröndalsvägen,59.3161337,18.0121677,Gröndal
Gandhi,Restaurang & Snabbmat,Sjöbjörnsvägen,59.316601,18.0083698,Gröndal
Hägern,Restaurang & Snabbmat,Inteckningsvägen,59.2944861,17.9809865,Hägerstensåsen
Ica,Matbutik,Sparbanksvägen,59.2971133,17.982747,Hägerstensåsen
Indian Lotus,Restaurang & Snabbmat,Riksdalervägen,59.2974935,17.9843719,Hägerstensåsen
Da Dante,Restaurang & Snabbmat,Brådstupsvägen,59.3040862,17.9591433,Hägersten
Villa Fridhem,Restaurang & Snabbmat,Mälarhöjdsvägen,59.3016308,17.956049,Mälarhöjden
Coop Örnsberg,Matbutik,Junkergatan,59.3057786,17.9895142,Aspudden
Wintervikens cafe,Kafé,Vinterviksvägen,59.3116377,17.9921168,Aspudden
Pizzeria Sorrento,Restaurang & Snabbmat,Störtloppsvägen,59.2933579,17.9675477,Västertorp
Nickys Thai,Restaurang & Snabbmat,Styrbjörnsvägen,59.3094687,18.0026802,Aspudden
Coop Aspudden,Matbutik,Fågeltorget,59.3053907,17.9932874,Aspudden
Tellus Restaurang,Restaurang & Snabbmat,Dialoggatan,59.2991966,17.9924373,Midsommarkransen
"ICA Hallen, Axelsberg",Matbutik,Selmedalsvägen,59.3048107,17.9755631,Hägersten
Mix Thai,Restaurang & Snabbmat,Doktor Widerströms Gata,59.2840405,17.9578914,Fruängen
Hemköp Stockholm Fruängen C,Matbutik,Fruängsgången,59.2856612,17.9646492,Fruängen
Bankomat,Restaurang & Snabbmat,Sjövikskajen,59.3076959,18.0305063,Liljeholmen
Nästan hemma,Kafé,Slättgårdsvägen,59.3009248,17.957392,Hägersten
Lekplats,Lekplats,Klubbensborgsvägen,59.3048245,17.9590871,Hägersten
Långpannan,Restaurang & Snabbmat,Elsa Borgs Gata,59.2829973,17.9647493,Fruängen
Coop Fruängen,Matbutik,Fruängsgången,59.2854719,17.9653558,Fruängen
Lucky,Restaurang & Snabbmat,Örnsbergsvägen,59.3054372,17.98887,Aspudden
Woktory,Restaurang & Snabbmat,Ellen Keys Gata,59.2846844,17.9662449,Fruängen
Fruängens Läkarhus,Vårdcentral,Fruängsgången,59.2855867,17.9667241,Fruängen
Bella Donna,Restaurang & Snabbmat,Fruängsgatan,59.2853202,17.9631433,Fruängen
Grillhörnan,Restaurang & Snabbmat,Fruängsplan,59.2857793,17.9652246,Fruängen
Fruängens bibliotek,Bibliotek,Fruängsgången,59.2856698,17.9654212,Fruängen
Bigges,Restaurang & Snabbmat,Fruängsgatan,59.2852617,17.9646355,Fruängen
Cafékoppen,Kafé,Fruängstorget,59.2858337,17.9634488,Fruängen
66 Kvadrat Sushi,Restaurang & Snabbmat,Fruängsgatan,59.2847551,17.9618674,Fruängen
Pizzeria Tropicana,Restaurang & Snabbmat,Vasaloppsvägen,59.2937875,17.9655034,Västertorp
Apotek Hjärtat,Apotek,Störtloppsvägen,59.2940587,17.9669036,Västertorp
Kronans Apotek,Apotek,Annebodavägen,59.2847122,18.0301247,Älvsjö
Kronans Apotek,Apotek,Telefonplan,59.2986734,17.9970116,Midsommarkransen
Pepe Nero,Restaurang & Snabbmat,Tivolivägen,59.2951017,18.0048473,Västberga
Circle K Truckdiesel,Bensinmack,Vretensborgsvägen,59.2994785,18.0199642,Västberga
Pizzeria Spader Dam,Restaurang & Snabbmat,Jenny Linds Gata,59.2882766,17.9686475,Fruängen
Restaurang & Snabbmat,Restaurang & Snabbmat,Störtloppsvägen,59.2921669,17.9681563,Västertorp
Korfu Orfa,Restaurang & Snabbmat,Sparbanksvägen,59.2976427,17.9826086,Hägerstensåsen
Wong Kee,Restaurang & Snabbmat,Grönbrinksgatan,59.3069965,18.0290177,Liljeholmen
Gröna Dalen,Restaurang & Snabbmat,Gröndalsvägen,59.3160058,18.0111341,Gröndal
Thai Rung,Restaurang & Snabbmat,Liljeholmstorget,59.3104328,18.0223051,Liljeholmen
Di Metro,Restaurang & Snabbmat,Liljeholmstorget,59.3101026,18.0220192,Liljeholmen
McDonald's,Restaurang & Snabbmat,Liljeholmstorget,59.3104032,18.0229847,Liljeholmen
Coop Liljeholmen,Matbutik,Liljeholmstorget,59.3106203,18.0235883,Liljeholmen
Äldreboendet Trekanten,Restaurang & Snabbmat,Trekantsstranden,59.3134648,18.0181386,Liljeholmen
Liljeholmens Grill,Restaurang & Snabbmat,Liljeholmstorget,59.3100673,18.0218658,Liljeholmen
KFC,Restaurang & Snabbmat,Liljeholmstorget,59.3097444,18.0221382,Liljeholmen
Bravo,Kafé,Liljeholmstorget,59.3101203,18.0232131,Liljeholmen
Lidl,Matbutik,Liljeholmstorget,59.3100484,18.0233359,Liljeholmen
Bara Vedugnspizza,Restaurang & Snabbmat,Örby Slottsväg,59.2797601,18.0342466,Örby slott
Bella Notte,Restaurang & Snabbmat,Tegelbruksvägen,59.3023424,18.0141062,Midsommarkransen
Sats,Gym/Utomhusgym,Buteljgatan,59.3091841,18.0284825,Liljeholmen
Koi Sushi,Restaurang & Snabbmat,Hägerstensvägen,59.3053498,17.9975035,Aspudden
Mama Ye's,Restaurang & Snabbmat,Sjövikstorget,59.3075449,18.0301795,Liljeholmen
ICA Kvantum Liljeholmen,Matbutik,Liljeholmstorget,59.3094423,18.0222688,Liljeholmen
Willys,Matbutik,Nybohovsbacken,59.3093766,18.0211932,Liljeholmen
Brisket & friends,Restaurang & Snabbmat,Upplagsvägen,59.2994274,18.0216412,Västberga
Morningstar Cafe,Restaurang & Snabbmat,Drivhjulsvägen,59.2967508,18.019543,Västberga
Coop Midsommarkransen,Matbutik,Svandammsvägen,59.301647,18.0124794,Midsommarkransen
Svenska Sushiköket,Restaurang & Snabbmat,Tellusborgsvägen,59.3003552,18.0040262,Midsommarkransen
Pizzeria Fellini,Restaurang & Snabbmat,Midsommarvägen,59.300644,18.0121602,Midsommarkransen
Kransens Wok,Restaurang & Snabbmat,Tegelbruksvägen,59.3031402,18.0127352,Midsommarkransen
Tellus Pizza,Restaurang & Snabbmat,Vattenledningsvägen,59.3020127,18.0082047,Midsommarkransen
Nygammalt,Restaurang & Snabbmat,Vattenledningsvägen,59.2998782,18.0046563,Midsommarkransen
Pino,Restaurang & Snabbmat,Nioörtsvägen,59.301504,18.0160105,Midsommarkransen
The Swan,Restaurang & Snabbmat,Erikslundsgatan,59.3006861,18.014473,Midsommarkransen
Restaurang Udden,Restaurang & Snabbmat,Schlytersvägen,59.3064868,18.006486,Aspudden
Älvsjö bibliotek,Bibliotek,Älvsjö Stationsgata,59.2781677,18.0078331,Älvsjö
Lekplats,Lekplats,Sedelvägen,59.296161,17.9808213,Hägerstensåsen
Chicha 08,Restaurang & Snabbmat,Ingenjörsvägen,59.3064952,18.0256387,Liljeholmen
Pepe Nero,Restaurang & Snabbmat,Sjöviksvägen,59.3060136,18.032393,Liljeholmen
Telefonplans bibliotek,Bibliotek,Telefonplan,59.2989246,17.9966603,Midsommarkransen
OKQ8,Bensinmack,Elisabeth Tamms Gata,59.2849919,17.954975,Fruängen
Roots & Soil,Restaurang & Snabbmat,Årstaängsvägen,59.3097676,18.028177,Liljeholmen
Lekplats,Lekplats,Hövdingagatan,59.3063786,17.9972313,Aspudden
Lekplats,Lekplats,Torsten Almsstigen,59.307586,17.9948105,Aspudden
Lisebergs Café & Matsal,Restaurang & Snabbmat,Annebodavägen,59.2871214,18.0266966,Älvsjö
Lekplats,Lekplats,Torsten Alms Gata,59.3094183,17.9942857,Aspudden
Lekplats,Lekplats,Långbrodalsvägen,59.2717013,17.9846451,Långsjö
Lekplats,Lekplats,Långbrodalsvägen,59.2721591,17.985962,Långsjö
Hinode Sushi,Restaurang & Snabbmat,Götalandsvägen,59.2793638,18.004151,Älvsjö
Bapuji,Restaurang & Snabbmat,Älvsjövägen,59.2783471,18.0063075,Liseberg
Lekplats,Lekplats,Slalomvägen,59.2918792,17.9751361,Västertorp
Älvgården Kök & Bar,Restaurang & Snabbmat,Älvsjövägen,59.2780961,18.0061133,Liseberg
Vår Pizza,Restaurang & Snabbmat,Johan Skyttes Väg,59.277762,18.0018118,Liseberg
Cafe Gården,Kafé,Sedelvägen,59.2961996,17.9830405,Hägerstensåsen
Aspuddens apotek,Apotek,Erik Segersälls Väg,59.3061293,18.000954,Aspudden
Bombay Taj,Restaurang & Snabbmat,Hägerstensvägen,59.3055028,18.0031363,Aspudden
Mums,Restaurang & Snabbmat,Hägerstensvägen,59.305703,18.001019,Aspudden
EPA,Restaurang & Snabbmat,Hägerstensvägen,59.3054736,18.0018403,Aspudden
Aspuddens bibliotek,Bibliotek,Hägerstensvägen,59.3054669,18.0015478,Aspudden
Gröndals Apotek,Apotek,Gröndalsvägen,59.316151,18.0123077,Gröndal
Lekplats,Lekplats,Metronomgatan,59.297741,18.000378,Västberga
Lekplats,Lekplats,Metronomgatan,59.2978478,18.0005014,Västberga
Café Hitom,Kafé,Klaviaturgatan,59.2979163,18.0001688,Västberga
Café Momo,Kafé,Liljeholmstorget,59.3098599,18.0217484,Liljeholmen
Delfin,Restaurang & Snabbmat,Gröndalsvägen,59.3151188,18.0149853,Gröndal
DIN-DIN Club,Restaurang & Snabbmat,Sjövikstorget,59.3081563,18.0291693,Liljeholmen
German Beer Hall Liljeholmen,Restaurang & Snabbmat,Buteljgatan,59.3083331,18.0296139,Liljeholmen
Älvsjö Pizzeria,Restaurang & Snabbmat,Älvsjövägen,59.2849116,17.9931883,Älvsjö
Memozin Kolgrill,Restaurang & Snabbmat,Älvsjövägen,59.2848081,17.9933848,Älvsjö
Långbro Pizzeria,Restaurang & Snabbmat,Svartlösavägen,59.2809246,17.9860678,Älvsjö
SATS Älvsjö,Gym/Utomhusgym,Götalandsvägen,59.2810159,18.0142423,Älvsjö
Klockhusköket,Restaurang & Snabbmat,Glasfibergatan,59.2808036,18.0013698,Älvsjö
Stoff,Kafé,Klubbevägen,59.273582,17.9954645,Långsjö
Megagrillen,Restaurang & Snabbmat,Johan Skyttes Väg,59.278964,18.0084016,Älvsjö
Hökmossens kaffestuga,Restaurang & Snabbmat,Hökmossevägen,59.2919271,17.9951927,Västberga
Cafe Elektra,Kafé,Elektravägen,59.2943422,18.0090461,Västberga
IDS,Bensinmack,Upplagsvägen,59.2990961,18.0220276,Västberga
Bakstugan i Västertorp,Kafé,Vasaloppsvägen,59.294539,17.9668412,Västertorp
Shinto Restaurang,Restaurang & Snabbmat,Solberga Hagväg,59.279555,18.0086807,Älvsjö
Svenska Hamburgerköket,Restaurang & Snabbmat,Tellusborgsvägen,59.3001133,18.0039844,Midsommarkransen
Kronans Apotek,Apotek,Västbergavägen,59.2935847,18.0048911,Västberga
Indian Garden,Restaurang & Snabbmat,Sjövikstorget,59.3079045,18.0286974,Liljeholmen
Sushi Ureshii,Restaurang & Snabbmat,Sedelvägen,59.296068,17.9823624,Hägerstensåsen
Staffans trafikskola,Trafikskola,Långbrodalsvägen,59.2799024,18.0011743,Liseberg
Parma Kök & Bar,Restaurang & Snabbmat,Fruängstorget,59.2857916,17.96335,Fruängen
Segeltorps trafikskola,Trafikskola,Gamla Södertäljevägen,59.2836671,17.9573967,Fruängen
Chong Qing,Restaurang & Snabbmat,Liljeholmsvägen,59.3128576,18.028359,Liljeholmen
Chamsin Grill,Restaurang & Snabbmat,Liljeholmsvägen,59.3128175,18.0281034,Liljeholmen
Vivels,Kafé,Älvsjö Torg,59.2790794,18.0093028,Älvsjö
JM Movement,Fysioterapeut,Örby Slottsväg,59.2807721,18.0328046,Örby slott
Älvsjö Öron-näsa-hals,Vårdcentral,Johan Skyttes Väg,59.278468,18.0069728,Älvsjö
Butsaya,Restaurang & Snabbmat,Midsommargränd,59.2990374,18.0034908,Västberga
Snabb & Lugn Café,Kafé,Älvsjö Stationsgata,59.2784904,18.0108359,Älvsjö
Lius kök,Restaurang & Snabbmat,Vantörsvägen,59.2862001,17.9531322,Fruängen
Fitness24Seven,Gym/Utomhusgym,Johan Skyttes Väg,59.2787812,18.0080853,Älvsjö
Lekplats,Lekplats,Hägerstensvägen,59.3010494,17.9565868,Mälarhöjden
Utegym,Gym/Utomhusgym,Älvsjöskogens elljusspår,59.2709035,17.9947649,Långsjö
Spiskroken,Restaurang & Snabbmat,Västbergavägen,59.2928504,18.0082976,Västberga
Älvsjö Tandläkaren,Tandläkare,Johan Skyttes Väg,59.2780057,18.0059938,Liseberg
Mejram,Restaurang & Snabbmat,Karusellplan,59.2981398,18.0105611,Västberga
Asian Garden,Restaurang & Snabbmat,Karusellplan,59.2980092,18.0104411,Västberga
Istanbul Kolgrill,Restaurang & Snabbmat,Västberga gårdsväg,59.2915406,18.012289,Västberga
Västbergakällan,Restaurang & Snabbmat,Drivhjulsvägen,59.2959258,18.0176833,Västberga
Västberga Grillen,Restaurang & Snabbmat,Vretensborgsvägen,59.299127,18.0160865,Västberga
Nancys Freshfood,Restaurang & Snabbmat,Vretensborgsvägen,59.2985196,18.0146522,Västberga
ST1,Bensinmack,Vasaloppsvägen,59.2966942,17.973784,Västertorp
R Han Thai Take Away,Restaurang & Snabbmat,Safirgränd,59.2918739,17.99975,Solberga
WKB Västberga,Restaurang & Snabbmat,Västberga Allé,59.293817,18.0111796,Västberga
Erik's,Restaurang & Snabbmat,Sjöviksbacken,59.3045093,18.0304702,Liljeholmen
The meeting bar & restaurant,Restaurang & Snabbmat,Hägerstensvägen,59.3050438,17.9921902,Aspudden
Tokai sushi,Restaurang & Snabbmat,Tellusgången,59.2987356,17.990757,Midsommarkransen
Restaurang & Snabbmat,Restaurang & Snabbmat,Störtloppsvägen,59.2919715,17.9684317,Västertorp
La Favorita,Restaurang & Snabbmat,Bäckvägen,59.3016611,17.9883394,Hägerstensåsen
Il Forno di Fruängen,Restaurang & Snabbmat,Vantörsvägen,59.286271,17.9508633,Fruängen
Lekplats,Lekplats,Piruettvägen,59.2936135,17.9785679,Hägerstensåsen
GAIA,Restaurang & Snabbmat,Vattenledningsvägen,59.3024341,18.0086666,Midsommarkransen
Lekplats,Lekplats,Västertorpsvägen,59.2910324,17.97352,Västertorp
Lekplats,Lekplats,Skridskovägen,59.2929672,17.9759926,Västertorp
Lekplats,Lekplats,Skridskovägen,59.2927575,17.974138,Västertorp
Pizza Örnsberg,Restaurang & Snabbmat,Junkergatan,59.3059603,17.9915981,Aspudden
Hägerstens tandvårdsteam,Tandläkare,Sparbanksvägen,59.2975127,17.9826565,Hägerstensåsen
Verkets Matsal,Restaurang & Snabbmat,Näbbskostigen,59.2895192,18.0159371,Västberga
Rain,Restaurang & Snabbmat,Tellusborgsvägen,59.2994428,18.0034208,Midsommarkransen
Ica Nära Älvsjö,Matbutik,Svartlösavägen,59.2726121,17.9779185,Långsjö
Lycka Thai & Sushi,Restaurang & Snabbmat,Snöripsvägen,59.2729767,17.9777737,Långsjö
Thanita's Thai,Restaurang & Snabbmat,Bäckvägen,59.3012951,17.9865035,Hägerstensåsen
Kafé,Kafé,Personnevägen,59.2980588,17.9760594,Hägersten
Kronans Apotek,Apotek,Älvsjökopplet,59.2750688,18.0130154,Liseberg
Puls och Träning,Gym/Utomhusgym,Sjöviksbacken,59.3061169,18.031891,Liljeholmen
itrim,Gym/Utomhusgym,Liljeholmsvägen,59.3126201,18.0261071,Liljeholmen
Apoteket,Apotek,Älvsjö Torg,59.2785746,18.0090219,Älvsjö
Lekplats,Lekplats,Toffelbacken,59.286065,18.01502,Solberga
Hinode Wok,Restaurang & Snabbmat,Älvsjö Torg,59.2786381,18.0093297,Älvsjö
Systembolaget,Systembolag,Västbergavägen,59.2939589,18.0039519,Västberga
Krubb,Restaurang & Snabbmat,Telefonvägen,59.298455,17.9953077,Midsommarkransen
CASA del LAGO,Restaurang & Snabbmat,Strandängsstigen,59.2653194,17.9754574,Långsjö
Kafé,Kafé,Gårdstigen,59.2653765,17.9753585,Långsjö
Lekplats,Lekplats,Långsjövägen,59.2689866,17.9699271,Långsjö
Herrängens gård,Kafé,Segeltorpsvägen,59.273165,17.9608766,Älvsjö
Subway,Restaurang & Snabbmat,Älvsjö Torg,59.2786951,18.0094843,Älvsjö
Wild Flower Bakehouse Café,Kafé,Kransbindarvägen,59.3024732,18.001802,Midsommarkransen
Jarla Trafikskola,Trafikskola,Johan Skyttes Väg,59.278502,18.0080988,Älvsjö
Stenugnsbröd På Söder,Kafé,Svandammsvägen,59.3014783,18.0130327,Midsommarkransen
Pizza,Restaurang & Snabbmat,Aklejavägen,59.2772451,17.9660733,Älvsjö
Lekplats,Lekplats,Kristallvägen,59.2877577,18.0013176,Solberga
Island Hoppers,Restaurang & Snabbmat,Instrumentvägen,59.3055572,17.9826465,Hägersten
Pepe Rosso,Restaurang & Snabbmat,Älvsjövägen,59.2777849,18.0060419,Liseberg
Grappolo D'uva,Restaurang & Snabbmat,Älvsjö Torg,59.2787636,18.0086926,Älvsjö
Fitness24Seven,Gym/Utomhusgym,Älvsjö Broväg,59.2760792,18.0139633,Liseberg
Thelins,Kafé,Johan Skyttes Väg,59.2787234,18.008594,Älvsjö
WRAP'Z,Restaurang & Snabbmat,Svandammsvägen,59.3018326,18.015297,Midsommarkransen
Rosteriet,Kafé,Rosterigränd,59.3119336,18.0239912,Liljeholmen
Marrakech Resturang,Restaurang & Snabbmat,Årstaängsvägen,59.3096235,18.030495,Liljeholmen
Via loreto,Restaurang & Snabbmat,Årstaängsvägen,59.3095015,18.0283179,Liljeholmen
Let's Eat Sushi,Restaurang & Snabbmat,Sjöviksvägen,59.3082152,18.0270286,Liljeholmen
MGL Sushi,Restaurang & Snabbmat,Fredsborgstorget,59.3072681,18.0268205,Liljeholmen
Tant Maja och Fröken Emilia,Kafé,Marieviksgatan,59.3081333,18.0272421,Liljeholmen
Blockriket,Lekplats,Sjöviksvägen,59.3048279,18.0358318,Liljeholmen
Sjöviks pizza & kebab,Restaurang & Snabbmat,Grönbrinksgatan,59.3070687,18.0292022,Liljeholmen
Haandi,Restaurang & Snabbmat,Sjöviksvägen,59.3064883,18.0322898,Liljeholmen
Vår Pizza,Restaurang & Snabbmat,Erik Segersälls Väg,59.3059146,18.0011339,Aspudden
Pizzabagaren,Restaurang & Snabbmat,Tellusborgsvägen,59.298133,18.0025128,Västberga
Hanami Hawaiian Poké & Sushi,Restaurang & Snabbmat,Sjöviksvägen,59.3060444,18.0325963,Liljeholmen
Lilla Paradiset,Restaurang & Snabbmat,Örnsbergsvägen,59.3055597,17.9890185,Aspudden
Apoteket,Apotek,Axelsbergs Torg,59.304169,17.9748559,Hägersten
ICA Supermarket Telefonplan,Matbutik,Tellusborgsvägen,59.2966808,18.0014892,Västberga
Brödernas,Restaurang & Snabbmat,Sjövikskajen,59.3066191,18.0334682,Liljeholmen
Strong body & mind,Gym/Utomhusgym,Sjöviksvägen,59.3053163,18.0358886,Liljeholmen
Café Cul-De-Sac,Kafé,Lusuddsvägen,59.316319,18.0163716,Gröndal
Del Mare,Restaurang & Snabbmat,Nybohovsbacken,59.3090971,18.0155531,Liljeholmen
Fitness24Seven,Gym/Utomhusgym,Fruängsgången,59.2855188,17.9646495,Fruängen
Systembolaget,Systembolag,Nybohovsbacken,59.3094674,18.0214651,Liljeholmen
Lekplats,Lekplats,Störtloppsvägen,59.295542,17.9655927,Västertorp
Biocafé Tellus,Kafé,Vattenledningsvägen,59.3019499,18.0075039,Midsommarkransen
Thaimat Take Away,Restaurang & Snabbmat,Slättgårdsvägen,59.3007035,17.957103,Mälarhöjden
Bakom hörnet,Restaurang & Snabbmat,Midsommarvägen,59.299527,18.0053741,Midsommarkransen
Masahiro,Restaurang & Snabbmat,Tellusborgsvägen,59.2982973,18.0026717,Västberga
Lekplats,Lekplats,Pingstvägen,59.3012522,17.9939547,Midsommarkransen
Bonne Femme,Kafé,Erik Segersälls Väg,59.3062326,18.0008701,Aspudden
Saigon House,Restaurang & Snabbmat,Hägerstensvägen,59.3056332,17.9983257,Aspudden
Körkortshuset,Trafikskola,Nybohovsbacken,59.3099318,18.0250845,Liljeholmen
Liljeholmens bilskola,Trafikskola,Liljeholmstorget,59.3105393,18.0221584,Liljeholmen
Sushi by Rino,Restaurang & Snabbmat,Svartlösavägen,59.2842313,17.9855051,Älvsjö
Lekplats,Lekplats,Långbrovägen,59.2788513,17.9941093,Älvsjö
Parkfiken,Kafé,Torsten Almsstigen,59.3076579,17.9949017,Aspudden
Prepp,Kafé,Årstaängsvägen,59.310603,18.0297263,Liljeholmen
Furellios Ristorante,Restaurang & Snabbmat,Nyårsvägen,59.3025113,17.994733,Midsommarkransen
Bonne Femme Stenungsbageri,Kafé,Midsommarvägen,59.2995714,18.0041699,Midsommarkransen
Xi'an Köket,Restaurang & Snabbmat,Bäckvägen,59.3024092,17.994269,Midsommarkransen
Lekplats,Lekplats,Typografvägen,59.3032597,17.9905437,Hägersten
A.B.Café,Kafé,Valborgsmässovägen,59.2995931,17.998632,Midsommarkransen
NIDa Catering och festvåning,Restaurang & Snabbmat,Marieviksgatan,59.3100886,18.03051,Liljeholmen
STC,Gym/Utomhusgym,Ingenjörsvägen,59.3063503,18.0256674,Liljeholmen
Texas Longhorn,Restaurang & Snabbmat,Götalandsvägen,59.2801143,18.00389,Älvsjö
800 Grader,Restaurang & Snabbmat,Cedergrensvägen,59.3034407,18.002799,Midsommarkransen
Distriktstandvården Liljeholmen,Tandläkare,Liljeholmstorget,59.309844,18.021877,Liljeholmen
Solbergaskogens utegym,Gym/Utomhusgym,Smaragdstigen,59.2853453,18.005873,Solberga
Teso Sushi,Restaurang & Snabbmat,Kabelverksgatan,59.2823244,18.0028619,Älvsjö
Oh Poké,Restaurang & Snabbmat,Älvsjö Stationsgata,59.2796169,18.0120045,Älvsjö
Solbrännans utegym,Gym/Utomhusgym,Apelsinstigen,59.2819949,18.0153827,Älvsjö
Systembolaget,Systembolag,Älvsjö Ängsväg,59.275255,18.0128234,Liseberg
Lubnan Kajen,Restaurang & Snabbmat,Sjövikskajen,59.3061152,18.0354217,Liljeholmen
SATS Liljeholmstorget,Gym/Utomhusgym,Liljeholmstorget,59.309834,18.022026,Liljeholmen
Bastard Burgers,Restaurang & Snabbmat,Liljeholmstorget,59.309643,18.0224993,Liljeholmen
Slow Hands,Kafé,Sedelvägen,59.2952723,17.9796325,Hägerstensåsen
Thailaan,Matbutik,Nybohovsbacken,59.3093456,18.0214941,Liljeholmen
Veloce Pizza,Restaurang & Snabbmat,Kabelverksgatan,59.2820466,18.002632,Älvsjö
Sushi Yama,Restaurang & Snabbmat,Liljeholmstorget,59.3095845,18.0218108,Liljeholmen
Bio Aspen,Biograf,Hägerstensvägen,59.3060441,18.0066425,Aspudden
TOVE,Restaurang & Snabbmat,Sjöviksbacken,59.3049772,18.030666,Liljeholmen
STC,Gym/Utomhusgym,Västbergavägen,59.2938492,18.0041601,Västberga
Coop Svandammsplan,Matbutik,Pingstvägen,59.3010865,18.0032136,Midsommarkransen
STC,Gym/Utomhusgym,Örnsbergsvägen,59.3052207,17.9890893,Aspudden
Studio Mimundo,,Kabelverksgatan,59.2826737,18.0007297,Älvsjö
Gym/Utomhusgym,Gym/Utomhusgym,Doktor Widerströms Gata,59.2881437,17.9585985,Fruängen
Gym/Utomhusgym,Gym/Utomhusgym,Vantörsvägen,59.282748,17.9632351,Fruängen
Apotek Hjärtat,Apotek,Fruängsgången,59.2855373,17.9641768,Fruängen
Circle K,Bensinmack,Varuvägen,59.2718312,18.0095316,Älvsjö
Gym/Utomhusgym,Gym/Utomhusgym,Sedelvägen,59.2979322,17.9864008,Hägerstensåsen
Älvsjö Centrum Vårdcentral,Vårdcentral,Älvsjö Stationsgata,59.2780408,18.0085476,Älvsjö
Midoris,Restaurang & Snabbmat,Sjövikskajen,59.3058102,18.0367235,Liljeholmen
Thai Wok Orkidé,Restaurang & Snabbmat,Bäckvägen,59.3022428,17.9935758,Midsommarkransen
Gymmet,Gym/Utomhusgym,Årsta Hamnväg,59.3084472,18.0268805,Liljeholmen
Ponte & Simone,Restaurang & Snabbmat,Sjövikskajen,59.3060783,18.0356973,Liljeholmen
