% av total boende;Antal bostadsrätter;Antal hyresrätter;Antal äganderätter;ContentsCode;Region;Stadsdel;stadsdelsomrade;Statistikområde;Tid;Upplatelseform;Upplåtelseform_Stor;value
0,003427005;5;;;Antal;0180R050_RegSO2025;Kälvesta;;0180R050 Kälvesta;2024;bostadsrätt;Bostadsrätt;5
0,002056203;;3;;Antal;0180R050_RegSO2025;Kälvesta;;0180R050 Kälvesta;2024;hyresrätt;Hyresrätt;3
;;;;Antal;0180R050_RegSO2025;Kälvesta;;0180R050 Kälvesta;2024;uppgift saknas;Uppgift saknas;0
0,004840271;;;15;Antal;0180R051_RegSO2025;Kärrtorp;;0180R051 Kärrtorp;2024;äganderätt;Äganderätt;15
0,418522104;1297;;;Antal;0180R051_RegSO2025;Kärrtorp;;0180R051 Kärrtorp;2024;bostadsrätt;Bostadsrätt;1297
0,576637625;;1787;;Antal;0180R051_RegSO2025;Kärrtorp;;0180R051 Kärrtorp;2024;hyresrätt;Hyresrätt;1787
;;;;Antal;0180R051_RegSO2025;Kärrtorp;;0180R051 Kärrtorp;2024;uppgift saknas;Uppgift saknas;0
0,108837971;;;133;Antal;0180R052_RegSO2025;Larsboda;;0180R052 Larsboda;2024;äganderätt;Äganderätt;133
0,72913257;891;;;Antal;0180R052_RegSO2025;Larsboda;;0180R052 Larsboda;2024;bostadsrätt;Bostadsrätt;891
0,16202946;;198;;Antal;0180R052_RegSO2025;Larsboda;;0180R052 Larsboda;2024;hyresrätt;Hyresrätt;198
;;;;Antal;0180R052_RegSO2025;Larsboda;;0180R052 Larsboda;2024;uppgift saknas;Uppgift saknas;0
0,026416851;;;227;Antal;0180R053_RegSO2025;Liljeholmen;Hägersten-Älvsjö;0180R053 Liljeholmen;2024;äganderätt;Äganderätt;227
0,717677179;6167;;;Antal;0180R053_RegSO2025;Liljeholmen;Hägersten-Älvsjö;0180R053 Liljeholmen;2024;bostadsrätt;Bostadsrätt;6167
0,25590597;;2199;;Antal;0180R053_RegSO2025;Liljeholmen;Hägersten-Älvsjö;0180R053 Liljeholmen;2024;hyresrätt;Hyresrätt;2199
;;;;Antal;0180R053_RegSO2025;Liljeholmen;Hägersten-Älvsjö;0180R053 Liljeholmen;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R054_RegSO2025;Lilla Essingen;;0180R054 Lilla Essingen;2024;äganderätt;Äganderätt;0
0,671617695;2080;;;Antal;0180R054_RegSO2025;Lilla Essingen;;0180R054 Lilla Essingen;2024;bostadsrätt;Bostadsrätt;2080
0,328382305;;1017;;Antal;0180R054_RegSO2025;Lilla Essingen;;0180R054 Lilla Essingen;2024;hyresrätt;Hyresrätt;1017
;;;;Antal;0180R054_RegSO2025;Lilla Essingen;;0180R054 Lilla Essingen;2024;uppgift saknas;Uppgift saknas;0
0,325316456;;;257;Antal;0180R055_RegSO2025;Liseberg;Hägersten-Älvsjö;0180R055 Liseberg;2024;äganderätt;Äganderätt;257
0,167088608;132;;;Antal;0180R055_RegSO2025;Liseberg;Hägersten-Älvsjö;0180R055 Liseberg;2024;bostadsrätt;Bostadsrätt;132
0,507594937;;401;;Antal;0180R055_RegSO2025;Liseberg;Hägersten-Älvsjö;0180R055 Liseberg;2024;hyresrätt;Hyresrätt;401
;;;;Antal;0180R055_RegSO2025;Liseberg;Hägersten-Älvsjö;0180R055 Liseberg;2024;uppgift saknas;Uppgift saknas;0
0,451996041;;;1370;Antal;0180R056_RegSO2025;Långbro;;0180R056 Långbro;2024;äganderätt;Äganderätt;1370
0,358297592;1086;;;Antal;0180R056_RegSO2025;Långbro;;0180R056 Långbro;2024;bostadsrätt;Bostadsrätt;1086
0,189706368;;575;;Antal;0180R056_RegSO2025;Långbro;;0180R056 Långbro;2024;hyresrätt;Hyresrätt;575
;;;;Antal;0180R056_RegSO2025;Långbro;;0180R056 Långbro;2024;uppgift saknas;Uppgift saknas;0
0,887353879;;;835;Antal;0180R057_RegSO2025;Långsjö;Hägersten-Älvsjö;0180R057 Långsjö;2024;äganderätt;Äganderätt;835
0,074388948;70;;;Antal;0180R057_RegSO2025;Långsjö;Hägersten-Älvsjö;0180R057 Långsjö;2024;bostadsrätt;Bostadsrätt;70
0,038257173;;36;;Antal;0180R057_RegSO2025;Långsjö;Hägersten-Älvsjö;0180R057 Långsjö;2024;hyresrätt;Hyresrätt;36
;;;;Antal;0180R057_RegSO2025;Långsjö;Hägersten-Älvsjö;0180R057 Långsjö;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R058_RegSO2025;Mariatorget;;0180R058 Mariatorget;2024;äganderätt;Äganderätt;0
0,576436782;5015;;;Antal;0180R058_RegSO2025;Mariatorget;;0180R058 Mariatorget;2024;bostadsrätt;Bostadsrätt;5015
0,423563218;;3685;;Antal;0180R058_RegSO2025;Mariatorget;;0180R058 Mariatorget;2024;hyresrätt;Hyresrätt;3685
;;;;Antal;0180R058_RegSO2025;Mariatorget;;0180R058 Mariatorget;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R059_RegSO2025;Marieberg;;0180R059 Marieberg;2024;äganderätt;Äganderätt;0
0,852324987;1668;;;Antal;0180R059_RegSO2025;Marieberg;;0180R059 Marieberg;2024;bostadsrätt;Bostadsrätt;1668
0,147675013;;289;;Antal;0180R059_RegSO2025;Marieberg;;0180R059 Marieberg;2024;hyresrätt;Hyresrätt;289
;;;;Antal;0180R059_RegSO2025;Marieberg;;0180R059 Marieberg;2024;uppgift saknas;Uppgift saknas;0
0,021997982;;;109;Antal;0180R060_RegSO2025;Mariehäll;Bromma;0180R060 Mariehäll;2024;äganderätt;Äganderätt;109
0,61654894;3055;;;Antal;0180R060_RegSO2025;Mariehäll;Bromma;0180R060 Mariehäll;2024;bostadsrätt;Bostadsrätt;3055
0,361453078;;1791;;Antal;0180R060_RegSO2025;Mariehäll;Bromma;0180R060 Mariehäll;2024;hyresrätt;Hyresrätt;1791
;;;;Antal;0180R060_RegSO2025;Mariehäll;Bromma;0180R060 Mariehäll;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R061_RegSO2025;Mellersta Högalid;;0180R061 Mellersta Högalid;2024;äganderätt;Äganderätt;0
0,535618878;3609;;;Antal;0180R061_RegSO2025;Mellersta Högalid;;0180R061 Mellersta Högalid;2024;bostadsrätt;Bostadsrätt;3609
0,464381122;;3129;;Antal;0180R061_RegSO2025;Mellersta Högalid;;0180R061 Mellersta Högalid;2024;hyresrätt;Hyresrätt;3129
;;;;Antal;0180R061_RegSO2025;Mellersta Högalid;;0180R061 Mellersta Högalid;2024;uppgift saknas;Uppgift saknas;0
0,001547117;;;11;Antal;0180R062_RegSO2025;Midsommarkransen;Hägersten-Älvsjö;0180R062 Midsommarkransen;2024;äganderätt;Äganderätt;11
0,613220816;4360;;;Antal;0180R062_RegSO2025;Midsommarkransen;Hägersten-Älvsjö;0180R062 Midsommarkransen;2024;bostadsrätt;Bostadsrätt;4360
0,385232068;;2739;;Antal;0180R062_RegSO2025;Midsommarkransen;Hägersten-Älvsjö;0180R062 Midsommarkransen;2024;hyresrätt;Hyresrätt;2739
;;;;Antal;0180R062_RegSO2025;Midsommarkransen;Hägersten-Älvsjö;0180R062 Midsommarkransen;2024;uppgift saknas;Uppgift saknas;0
0,655748663;;;981;Antal;0180R063_RegSO2025;Mälarhöjden;Hägersten-Älvsjö;0180R063 Mälarhöjden;2024;äganderätt;Äganderätt;981
0,289438503;433;;;Antal;0180R063_RegSO2025;Mälarhöjden;Hägersten-Älvsjö;0180R063 Mälarhöjden;2024;bostadsrätt;Bostadsrätt;433
0,054812834;;82;;Antal;0180R063_RegSO2025;Mälarhöjden;Hägersten-Älvsjö;0180R063 Mälarhöjden;2024;hyresrätt;Hyresrätt;82
;;;;Antal;0180R063_RegSO2025;Mälarhöjden;Hägersten-Älvsjö;0180R063 Mälarhöjden;2024;uppgift saknas;Uppgift saknas;0
0,417427969;;;594;Antal;0180R064_RegSO2025;Nockeby;Bromma;0180R064 Nockeby;2024;äganderätt;Äganderätt;594
0,235418131;335;;;Antal;0180R064_RegSO2025;Nockeby;Bromma;0180R064 Nockeby;2024;bostadsrätt;Bostadsrätt;335
0,3471539;;494;;Antal;0180R064_RegSO2025;Nockeby;Bromma;0180R064 Nockeby;2024;hyresrätt;Hyresrätt;494
;;;;Antal;0180R064_RegSO2025;Nockeby;Bromma;0180R064 Nockeby;2024;uppgift saknas;Uppgift saknas;0
0,329723877;;;609;Antal;0180R065_RegSO2025;Nockebyhov-Olovslund;;0180R065 Nockebyhov-Olovslund;2024;äganderätt;Äganderätt;609
0,326475365;603;;;Antal;0180R065_RegSO2025;Nockebyhov-Olovslund;;0180R065 Nockebyhov-Olovslund;2024;bostadsrätt;Bostadsrätt;603
0,343800758;;635;;Antal;0180R065_RegSO2025;Nockebyhov-Olovslund;;0180R065 Nockebyhov-Olovslund;2024;hyresrätt;Hyresrätt;635
;;;;Antal;0180R065_RegSO2025;Nockebyhov-Olovslund;;0180R065 Nockebyhov-Olovslund;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R066_RegSO2025;Norra Adolf Fredrik;;0180R066 Norra Adolf Fredrik;2024;äganderätt;Äganderätt;0
0,731581043;1837;;;Antal;0180R066_RegSO2025;Norra Adolf Fredrik;;0180R066 Norra Adolf Fredrik;2024;bostadsrätt;Bostadsrätt;1837
0,268418957;;674;;Antal;0180R066_RegSO2025;Norra Adolf Fredrik;;0180R066 Norra Adolf Fredrik;2024;hyresrätt;Hyresrätt;674
;;;;Antal;0180R066_RegSO2025;Norra Adolf Fredrik;;0180R066 Norra Adolf Fredrik;2024;uppgift saknas;Uppgift saknas;0
0,000104188;;;1;Antal;0180R067_RegSO2025;Norra Högalid;;0180R067 Norra Högalid;2024;äganderätt;Äganderätt;1
0,573452803;5504;;;Antal;0180R067_RegSO2025;Norra Högalid;;0180R067 Norra Högalid;2024;bostadsrätt;Bostadsrätt;5504
0,426443009;;4093;;Antal;0180R067_RegSO2025;Norra Högalid;;0180R067 Norra Högalid;2024;hyresrätt;Hyresrätt;4093
;;;;Antal;0180R067_RegSO2025;Norra Högalid;;0180R067 Norra Högalid;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R068_RegSO2025;Norra Johannes;;0180R068 Norra Johannes;2024;äganderätt;Äganderätt;0
0,676883997;3997;;;Antal;0180R068_RegSO2025;Norra Johannes;;0180R068 Norra Johannes;2024;bostadsrätt;Bostadsrätt;3997
0,323116003;;1908;;Antal;0180R068_RegSO2025;Norra Johannes;;0180R068 Norra Johannes;2024;hyresrätt;Hyresrätt;1908
;;;;Antal;0180R068_RegSO2025;Norra Johannes;;0180R068 Norra Johannes;2024;uppgift saknas;Uppgift saknas;0
0,156035329;;;477;Antal;0180R069_RegSO2025;Norra Skarpnäcks Gård;;0180R069 Norra Skarpnäcks Gård;2024;äganderätt;Äganderätt;477
0,433104351;1324;;;Antal;0180R069_RegSO2025;Norra Skarpnäcks Gård;;0180R069 Norra Skarpnäcks Gård;2024;bostadsrätt;Bostadsrätt;1324
0,410860321;;1256;;Antal;0180R069_RegSO2025;Norra Skarpnäcks Gård;;0180R069 Norra Skarpnäcks Gård;2024;hyresrätt;Hyresrätt;1256
;;;;Antal;0180R069_RegSO2025;Norra Skarpnäcks Gård;;0180R069 Norra Skarpnäcks Gård;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R070_RegSO2025;Norra Sofia;;0180R070 Norra Sofia;2024;äganderätt;Äganderätt;0
0,523673158;2743;;;Antal;0180R070_RegSO2025;Norra Sofia;;0180R070 Norra Sofia;2024;bostadsrätt;Bostadsrätt;2743
0,476326842;;2495;;Antal;0180R070_RegSO2025;Norra Sofia;;0180R070 Norra Sofia;2024;hyresrätt;Hyresrätt;2495
;;;;Antal;0180R070_RegSO2025;Norra Sofia;;0180R070 Norra Sofia;2024;uppgift saknas;Uppgift saknas;0
0,564170117;;;1499;Antal;0180R071_RegSO2025;Norra Ängby;Bromma;0180R071 Norra Ängby;2024;äganderätt;Äganderätt;1499
0,13586752;361;;;Antal;0180R071_RegSO2025;Norra Ängby;Bromma;0180R071 Norra Ängby;2024;bostadsrätt;Bostadsrätt;361
0,299962364;;797;;Antal;0180R071_RegSO2025;Norra Ängby;Bromma;0180R071 Norra Ängby;2024;hyresrätt;Hyresrätt;797
;;;;Antal;0180R071_RegSO2025;Norra Ängby;Bromma;0180R071 Norra Ängby;2024;uppgift saknas;Uppgift saknas;0
0,762661955;;;1295;Antal;0180R072_RegSO2025;Nälsta;;0180R072 Nälsta;2024;äganderätt;Äganderätt;1295
0,10188457;173;;;Antal;0180R072_RegSO2025;Nälsta;;0180R072 Nälsta;2024;bostadsrätt;Bostadsrätt;173
0,135453475;;230;;Antal;0180R072_RegSO2025;Nälsta;;0180R072 Nälsta;2024;hyresrätt;Hyresrätt;230
;;;;Antal;0180R072_RegSO2025;Nälsta;;0180R072 Nälsta;2024;uppgift saknas;Uppgift saknas;0
0,000698882;;;7;Antal;0180R073_RegSO2025;Oscars kyrka;;0180R073 Oscars kyrka;2024;äganderätt;Äganderätt;7
0,770567093;7718;;;Antal;0180R073_RegSO2025;Oscars kyrka;;0180R073 Oscars kyrka;2024;bostadsrätt;Bostadsrätt;7718
0,228734026;;2291;;Antal;0180R073_RegSO2025;Oscars kyrka;;0180R073 Oscars kyrka;2024;hyresrätt;Hyresrätt;2291
;;;;Antal;0180R073_RegSO2025;Oscars kyrka;;0180R073 Oscars kyrka;2024;uppgift saknas;Uppgift saknas;0
0,000633312;;;1;Antal;0180R074_RegSO2025;Reimersholme-Långholmen;;0180R074 Reimersholme-Långholmen;2024;äganderätt;Äganderätt;1
0,848638379;1340;;;Antal;0180R074_RegSO2025;Reimersholme-Långholmen;;0180R074 Reimersholme-Långholmen;2024;bostadsrätt;Bostadsrätt;1340
0,150728309;;238;;Antal;0180R074_RegSO2025;Reimersholme-Långholmen;;0180R074 Reimersholme-Långholmen;2024;hyresrätt;Hyresrätt;238
;;;;Antal;0180R074_RegSO2025;Reimersholme-Långholmen;;0180R074 Reimersholme-Långholmen;2024;uppgift saknas;Uppgift saknas;0
0,001166181;;;4;Antal;0180R075_RegSO2025;Riksby-Åkeshov;;0180R075 Riksby-Åkeshov;2024;äganderätt;Äganderätt;4
0,804373178;2759;;;Antal;0180R075_RegSO2025;Riksby-Åkeshov;;0180R075 Riksby-Åkeshov;2024;bostadsrätt;Bostadsrätt;2759
0,194460641;;667;;Antal;0180R075_RegSO2025;Riksby-Åkeshov;;0180R075 Riksby-Åkeshov;2024;hyresrätt;Hyresrätt;667
;;;;Antal;0180R075_RegSO2025;Riksby-Åkeshov;;0180R075 Riksby-Åkeshov;2024;uppgift saknas;Uppgift saknas;0
0,023627401;;;139;Antal;0180R076_RegSO2025;Rinkeby;;0180R076 Rinkeby;2024;äganderätt;Äganderätt;139
0,045894952;270;;;Antal;0180R076_RegSO2025;Rinkeby;;0180R076 Rinkeby;2024;bostadsrätt;Bostadsrätt;270
0,930477647;;5474;;Antal;0180R076_RegSO2025;Rinkeby;;0180R076 Rinkeby;2024;hyresrätt;Hyresrätt;5474
;;;;Antal;0180R076_RegSO2025;Rinkeby;;0180R076 Rinkeby;2024;uppgift saknas;Uppgift saknas;0
0,059268099;;;298;Antal;0180R077_RegSO2025;Råcksta;Bromma;0180R077 Råcksta;2024;äganderätt;Äganderätt;298
0,308472554;1551;;;Antal;0180R077_RegSO2025;Råcksta;Bromma;0180R077 Råcksta;2024;bostadsrätt;Bostadsrätt;1551
0,632259348;;3179;;Antal;0180R077_RegSO2025;Råcksta;Bromma;0180R077 Råcksta;2024;hyresrätt;Hyresrätt;3179
;;;;Antal;0180R077_RegSO2025;Råcksta;Bromma;0180R077 Råcksta;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R078_RegSO2025;Rågsved;;0180R078 Rågsved;2024;äganderätt;Äganderätt;0
0,254016971;1407;;;Antal;0180R078_RegSO2025;Rågsved;;0180R078 Rågsved;2024;bostadsrätt;Bostadsrätt;1407
0,745983029;;4132;;Antal;0180R078_RegSO2025;Rågsved;;0180R078 Rågsved;2024;hyresrätt;Hyresrätt;4132
;;;;Antal;0180R078_RegSO2025;Rågsved;;0180R078 Rågsved;2024;uppgift saknas;Uppgift saknas;0
0,146891121;;;541;Antal;0180R079_RegSO2025;Skärholmen;;0180R079 Skärholmen;2024;äganderätt;Äganderätt;541
0,300841705;1108;;;Antal;0180R079_RegSO2025;Skärholmen;;0180R079 Skärholmen;2024;bostadsrätt;Bostadsrätt;1108
0,552267173;;2034;;Antal;0180R079_RegSO2025;Skärholmen;;0180R079 Skärholmen;2024;hyresrätt;Hyresrätt;2034
;;;;Antal;0180R079_RegSO2025;Skärholmen;;0180R079 Skärholmen;2024;uppgift saknas;Uppgift saknas;0
0,23500297;;;1187;Antal;0180R080_RegSO2025;Sköndal;;0180R080 Sköndal;2024;äganderätt;Äganderätt;1187
0,310829539;1570;;;Antal;0180R080_RegSO2025;Sköndal;;0180R080 Sköndal;2024;bostadsrätt;Bostadsrätt;1570
0,454167492;;2294;;Antal;0180R080_RegSO2025;Sköndal;;0180R080 Sköndal;2024;hyresrätt;Hyresrätt;2294
;;;;Antal;0180R080_RegSO2025;Sköndal;;0180R080 Sköndal;2024;uppgift saknas;Uppgift saknas;0
0,513238289;;;504;Antal;0180R081_RegSO2025;Smedslätten;Bromma;0180R081 Smedslätten;2024;äganderätt;Äganderätt;504
0,290224033;285;;;Antal;0180R081_RegSO2025;Smedslätten;Bromma;0180R081 Smedslätten;2024;bostadsrätt;Bostadsrätt;285
0,196537678;;193;;Antal;0180R081_RegSO2025;Smedslätten;Bromma;0180R081 Smedslätten;2024;hyresrätt;Hyresrätt;193
;;;;Antal;0180R081_RegSO2025;Smedslätten;Bromma;0180R081 Smedslätten;2024;uppgift saknas;Uppgift saknas;0
0,04628331;;;330;Antal;0180R082_RegSO2025;Solberga;Hägersten-Älvsjö;0180R082 Solberga;2024;äganderätt;Äganderätt;330
0,429453015;3062;;;Antal;0180R082_RegSO2025;Solberga;Hägersten-Älvsjö;0180R082 Solberga;2024;bostadsrätt;Bostadsrätt;3062
0,524263675;;3738;;Antal;0180R082_RegSO2025;Solberga;Hägersten-Älvsjö;0180R082 Solberga;2024;hyresrätt;Hyresrätt;3738
;;;;Antal;0180R082_RegSO2025;Solberga;Hägersten-Älvsjö;0180R082 Solberga;2024;uppgift saknas;Uppgift saknas;0
0,564571429;;;1976;Antal;0180R083_RegSO2025;Solhem-Lunda;;0180R083 Solhem-Lunda;2024;äganderätt;Äganderätt;1976
0,291428571;1020;;;Antal;0180R083_RegSO2025;Solhem-Lunda;;0180R083 Solhem-Lunda;2024;bostadsrätt;Bostadsrätt;1020
0,144;;504;;Antal;0180R083_RegSO2025;Solhem-Lunda;;0180R083 Solhem-Lunda;2024;hyresrätt;Hyresrätt;504
;;;;Antal;0180R083_RegSO2025;Solhem-Lunda;;0180R083 Solhem-Lunda;2024;uppgift saknas;Uppgift saknas;0
0,012174565;;;65;Antal;0180R084_RegSO2025;Stadshagen;;0180R084 Stadshagen;2024;äganderätt;Äganderätt;65
0,518449148;2768;;;Antal;0180R084_RegSO2025;Stadshagen;;0180R084 Stadshagen;2024;bostadsrätt;Bostadsrätt;2768
0,469376288;;2506;;Antal;0180R084_RegSO2025;Stadshagen;;0180R084 Stadshagen;2024;hyresrätt;Hyresrätt;2506
;;;;Antal;0180R084_RegSO2025;Stadshagen;;0180R084 Stadshagen;2024;uppgift saknas;Uppgift saknas;0
0,112489661;;;272;Antal;0180R085_RegSO2025;Stora Essingen;;0180R085 Stora Essingen;2024;äganderätt;Äganderätt;272
0,61827957;1495;;;Antal;0180R085_RegSO2025;Stora Essingen;;0180R085 Stora Essingen;2024;bostadsrätt;Bostadsrätt;1495
0,269230769;;651;;Antal;0180R085_RegSO2025;Stora Essingen;;0180R085 Stora Essingen;2024;hyresrätt;Hyresrätt;651
;;;;Antal;0180R085_RegSO2025;Stora Essingen;;0180R085 Stora Essingen;2024;uppgift saknas;Uppgift saknas;0
0,474085366;;;311;Antal;0180R086_RegSO2025;Stora Mossen;;0180R086 Stora Mossen;2024;äganderätt;Äganderätt;311
0,390243902;256;;;Antal;0180R086_RegSO2025;Stora Mossen;;0180R086 Stora Mossen;2024;bostadsrätt;Bostadsrätt;256
0,135670732;;89;;Antal;0180R086_RegSO2025;Stora Mossen;;0180R086 Stora Mossen;2024;hyresrätt;Hyresrätt;89
;;;;Antal;0180R086_RegSO2025;Stora Mossen;;0180R086 Stora Mossen;2024;uppgift saknas;Uppgift saknas;0
0,002977667;;;6;Antal;0180R087_RegSO2025;Storkyrkan;;0180R087 Storkyrkan;2024;äganderätt;Äganderätt;6
0,37617866;758;;;Antal;0180R087_RegSO2025;Storkyrkan;;0180R087 Storkyrkan;2024;bostadsrätt;Bostadsrätt;758
0,620843672;;1251;;Antal;0180R087_RegSO2025;Storkyrkan;;0180R087 Storkyrkan;2024;hyresrätt;Hyresrätt;1251
;;;;Antal;0180R087_RegSO2025;Storkyrkan;;0180R087 Storkyrkan;2024;uppgift saknas;Uppgift saknas;0
0,242981366;;;978;Antal;0180R088_RegSO2025;Stureby;;0180R088 Stureby;2024;äganderätt;Äganderätt;978
0,416149068;1675;;;Antal;0180R088_RegSO2025;Stureby;;0180R088 Stureby;2024;bostadsrätt;Bostadsrätt;1675
0,340869565;;1372;;Antal;0180R088_RegSO2025;Stureby;;0180R088 Stureby;2024;hyresrätt;Hyresrätt;1372
;;;;Antal;0180R088_RegSO2025;Stureby;;0180R088 Stureby;2024;uppgift saknas;Uppgift saknas;0
0,223417994;;;519;Antal;0180R089_RegSO2025;Sundby;;0180R089 Sundby;2024;äganderätt;Äganderätt;519
0,086526044;201;;;Antal;0180R089_RegSO2025;Sundby;;0180R089 Sundby;2024;bostadsrätt;Bostadsrätt;201
0,690055962;;1603;;Antal;0180R089_RegSO2025;Sundby;;0180R089 Sundby;2024;hyresrätt;Hyresrätt;1603
;;;;Antal;0180R089_RegSO2025;Sundby;;0180R089 Sundby;2024;uppgift saknas;Uppgift saknas;1
0,182933631;;;328;Antal;0180R090_RegSO2025;Svedmyra;;0180R090 Svedmyra;2024;äganderätt;Äganderätt;328
0,438371445;786;;;Antal;0180R090_RegSO2025;Svedmyra;;0180R090 Svedmyra;2024;bostadsrätt;Bostadsrätt;786
0,378694925;;679;;Antal;0180R090_RegSO2025;Svedmyra;;0180R090 Svedmyra;2024;hyresrätt;Hyresrätt;679
;;;;Antal;0180R090_RegSO2025;Svedmyra;;0180R090 Svedmyra;2024;uppgift saknas;Uppgift saknas;0
0,00238379;;;2;Antal;0180R091_RegSO2025;Sydvästra Skarpnäcks gård-Orhem;;0180R091 Sydvästra Skarpnäcks gård-Orhem;2024;äganderätt;Äganderätt;2
0,99523242;835;;;Antal;0180R091_RegSO2025;Sydvästra Skarpnäcks gård-Orhem;;0180R091 Sydvästra Skarpnäcks gård-Orhem;2024;bostadsrätt;Bostadsrätt;835
0,00238379;;2;;Antal;0180R091_RegSO2025;Sydvästra Skarpnäcks gård-Orhem;;0180R091 Sydvästra Skarpnäcks gård-Orhem;2024;hyresrätt;Hyresrätt;2
;;;;Antal;0180R091_RegSO2025;Sydvästra Skarpnäcks gård-Orhem;;0180R091 Sydvästra Skarpnäcks gård-Orhem;2024;uppgift saknas;Uppgift saknas;0
0,152904328;;;537;Antal;0180R092_RegSO2025;Sätra;;0180R092 Sätra;2024;äganderätt;Äganderätt;537
0,278473804;978;;;Antal;0180R092_RegSO2025;Sätra;;0180R092 Sätra;2024;bostadsrätt;Bostadsrätt;978
0,568621868;;1997;;Antal;0180R092_RegSO2025;Sätra;;0180R092 Sätra;2024;hyresrätt;Hyresrätt;1997
;;;;Antal;0180R092_RegSO2025;Sätra;;0180R092 Sätra;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R093_RegSO2025;Södra Adolf Fredrik;;0180R093 Södra Adolf Fredrik;2024;äganderätt;Äganderätt;0
0,620587142;1670;;;Antal;0180R093_RegSO2025;Södra Adolf Fredrik;;0180R093 Södra Adolf Fredrik;2024;bostadsrätt;Bostadsrätt;1670
0,379412858;;1021;;Antal;0180R093_RegSO2025;Södra Adolf Fredrik;;0180R093 Södra Adolf Fredrik;2024;hyresrätt;Hyresrätt;1021
;;;;Antal;0180R093_RegSO2025;Södra Adolf Fredrik;;0180R093 Södra Adolf Fredrik;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R094_RegSO2025;Södra Hammarbyhamnen;;0180R094 Södra Hammarbyhamnen;2024;äganderätt;Äganderätt;0
0,643344889;6124;;;Antal;0180R094_RegSO2025;Södra Hammarbyhamnen;;0180R094 Södra Hammarbyhamnen;2024;bostadsrätt;Bostadsrätt;6124
0,356655111;;3395;;Antal;0180R094_RegSO2025;Södra Hammarbyhamnen;;0180R094 Södra Hammarbyhamnen;2024;hyresrätt;Hyresrätt;3395
;;;;Antal;0180R094_RegSO2025;Södra Hammarbyhamnen;;0180R094 Södra Hammarbyhamnen;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R095_RegSO2025;Södra Högalid;;0180R095 Södra Högalid;2024;äganderätt;Äganderätt;0
0,578273441;1400;;;Antal;0180R095_RegSO2025;Södra Högalid;;0180R095 Södra Högalid;2024;bostadsrätt;Bostadsrätt;1400
0,421726559;;1021;;Antal;0180R095_RegSO2025;Södra Högalid;;0180R095 Södra Högalid;2024;hyresrätt;Hyresrätt;1021
;;;;Antal;0180R095_RegSO2025;Södra Högalid;;0180R095 Södra Högalid;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R096_RegSO2025;Södra Johannes;;0180R096 Södra Johannes;2024;äganderätt;Äganderätt;0
0,585382994;833;;;Antal;0180R096_RegSO2025;Södra Johannes;;0180R096 Södra Johannes;2024;bostadsrätt;Bostadsrätt;833
0,414617006;;590;;Antal;0180R096_RegSO2025;Södra Johannes;;0180R096 Södra Johannes;2024;hyresrätt;Hyresrätt;590
;;;;Antal;0180R096_RegSO2025;Södra Johannes;;0180R096 Södra Johannes;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R097_RegSO2025;Södra Sofia;;0180R097 Södra Sofia;2024;äganderätt;Äganderätt;0
0,594381271;4443;;;Antal;0180R097_RegSO2025;Södra Sofia;;0180R097 Södra Sofia;2024;bostadsrätt;Bostadsrätt;4443
0,405618729;;3032;;Antal;0180R097_RegSO2025;Södra Sofia;;0180R097 Södra Sofia;2024;hyresrätt;Hyresrätt;3032
;;;;Antal;0180R097_RegSO2025;Södra Sofia;;0180R097 Södra Sofia;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R098_RegSO2025;Södra Station;;0180R098 Södra Station;2024;äganderätt;Äganderätt;0
0,858681023;1914;;;Antal;0180R098_RegSO2025;Södra Station;;0180R098 Södra Station;2024;bostadsrätt;Bostadsrätt;1914
0,141318977;;315;;Antal;0180R098_RegSO2025;Södra Station;;0180R098 Södra Station;2024;hyresrätt;Hyresrätt;315
;;;;Antal;0180R098_RegSO2025;Södra Station;;0180R098 Södra Station;2024;uppgift saknas;Uppgift saknas;0
0,901639344;;;495;Antal;0180R099_RegSO2025;Södra Ängby;Bromma;0180R099 Södra Ängby;2024;äganderätt;Äganderätt;495
0,089253188;49;;;Antal;0180R099_RegSO2025;Södra Ängby;Bromma;0180R099 Södra Ängby;2024;bostadsrätt;Bostadsrätt;49
0,009107468;;5;;Antal;0180R099_RegSO2025;Södra Ängby;Bromma;0180R099 Södra Ängby;2024;hyresrätt;Hyresrätt;5
